,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address
14193,-117.06,32.7,12.0,3943.0,737.0,3280.0,751.0,4.112,141400.0,NEAR OCEAN,"Skyline Drive, South Encanto, Encanto, San Diego, San Diego County, California, 92114, United States"
14194,-117.04,32.71,28.0,5274.0,991.0,3727.0,961.0,3.57,109800.0,NEAR OCEAN,"7402, Cahill Drive, Skyline, San Diego, San Diego County, California, 92114, United States"
14195,-117.05,32.71,25.0,3292.0,608.0,2266.0,592.0,3.2986,119200.0,NEAR OCEAN,"6847, Jamacha Road, Encanto, San Diego, San Diego County, California, 92114, United States"
14196,-117.03,32.71,33.0,3126.0,627.0,2300.0,623.0,3.2596,103000.0,NEAR OCEAN,"Audubon Elementary School, Norm Street, Lomita, Skyline, San Diego, San Diego County, California, 91945, United States"
14197,-117.03,32.71,34.0,2328.0,444.0,1684.0,429.0,3.25,99600.0,NEAR OCEAN,"Audubon Elementary School, Norm Street, Lomita, Skyline, San Diego, San Diego County, California, 91945, United States"
14198,-117.02,32.71,20.0,4050.0,745.0,2870.0,761.0,3.7366,121800.0,NEAR OCEAN,"890, Osage Street, San Diego, San Diego County, California, 92114, United States"
14199,-117.02,32.7,22.0,2756.0,516.0,1849.0,486.0,4.1837,125400.0,NEAR OCEAN,"234, Charise Court, Spring Valley, San Diego County, California, 91977, United States"
14200,-117.02,32.7,18.0,1643.0,283.0,1134.0,269.0,5.1769,133000.0,NEAR OCEAN,"234, Charise Court, Spring Valley, San Diego County, California, 91977, United States"
14201,-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,118500.0,NEAR OCEAN,"890, Osage Street, San Diego, San Diego County, California, 92114, United States"
14202,-117.01,32.7,25.0,2321.0,398.0,1434.0,386.0,3.5341,120800.0,NEAR OCEAN,"6260, Quarry Road, Spring Valley, San Diego County, California, 91977, United States"
14203,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,165500.0,NEAR OCEAN,"6844, Benjamin Holt Road, Bay Terraces, San Diego, San Diego County, California, 92114, United States"
14204,-117.06,32.69,9.0,1520.0,269.0,1250.0,265.0,4.8875,157700.0,NEAR OCEAN,"6358, Jouglard Street, Alta Vista, Paradise Hills, San Diego, San Diego County, California, 92114, United States"
14205,-117.06,32.69,13.0,705.0,149.0,718.0,155.0,4.4375,154900.0,NEAR OCEAN,"6358, Jouglard Street, Alta Vista, Paradise Hills, San Diego, San Diego County, California, 92114, United States"
14206,-117.06,32.69,9.0,521.0,111.0,491.0,110.0,5.1305,158900.0,NEAR OCEAN,"6358, Jouglard Street, Alta Vista, Paradise Hills, San Diego, San Diego County, California, 92114, United States"
14207,-117.03,32.7,19.0,2304.0,572.0,2010.0,556.0,2.2866,109900.0,NEAR OCEAN,"292, South Meadowbrook Drive, Skyline, San Diego, San Diego County, California, 92114, United States"
14208,-117.04,32.69,27.0,1790.0,356.0,1286.0,347.0,3.5437,115800.0,NEAR OCEAN,"Bell Junior High School, Briarwood Road, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 91239, United States"
14209,-117.04,32.7,7.0,9311.0,1703.0,7302.0,1694.0,4.419,156900.0,NEAR OCEAN,"320, South Siena Street, North Bay Terraces, Skyline, San Diego, San Diego County, California, 92114, United States"
14210,-117.07,32.68,18.0,1475.0,267.0,1149.0,268.0,5.0827,142200.0,NEAR OCEAN,"1990, Altamont Circle, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14211,-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,125800.0,NEAR OCEAN,"6151, Roberts Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14212,-117.06,32.68,36.0,3815.0,796.0,2945.0,728.0,2.0959,125000.0,NEAR OCEAN,"6151, Roberts Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14213,-117.05,32.69,21.0,991.0,210.0,695.0,203.0,3.625,144300.0,NEAR OCEAN,"6844, Benjamin Holt Road, Bay Terraces, San Diego, San Diego County, California, 92114, United States"
14214,-117.06,32.68,41.0,2665.0,515.0,1664.0,512.0,2.375,113500.0,NEAR OCEAN,"6151, Roberts Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14215,-117.06,32.67,29.0,4047.0,754.0,2353.0,730.0,4.0505,125000.0,NEAR OCEAN,"6036, Reo Place, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14216,-117.05,32.68,35.0,3414.0,580.0,1761.0,522.0,3.9922,129800.0,NEAR OCEAN,"2354, Dusk Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14217,-117.05,32.67,32.0,4227.0,785.0,2842.0,795.0,3.9646,137800.0,NEAR OCEAN,"2873, Rhoades Road, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14218,-117.05,32.68,19.0,1469.0,275.0,1010.0,292.0,3.5664,150400.0,NEAR OCEAN,"2354, Dusk Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14219,-117.05,32.67,16.0,2168.0,343.0,1589.0,338.0,5.4863,153800.0,NEAR OCEAN,"2873, Rhoades Road, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14220,-117.06,32.66,33.0,3425.0,511.0,1528.0,479.0,5.6889,234600.0,NEAR OCEAN,"3726, Lynda Place, National City, San Diego County, California, 91950, United States"
14221,-117.06,32.66,24.0,2587.0,491.0,1617.0,458.0,3.5066,133400.0,NEAR OCEAN,"3726, Lynda Place, National City, San Diego County, California, 91950, United States"
14222,-117.04,32.66,22.0,3362.0,630.0,1471.0,612.0,4.1442,303900.0,NEAR OCEAN,"Sweetwater Park Trail, Chula Vista, San Diego County, California, 91902, United States"
14223,-117.03,32.67,15.0,5094.0,818.0,2118.0,758.0,5.3505,266600.0,NEAR OCEAN,"4711, Bram Avenue, Bonita, San Diego County, California, 91902, United States"
14224,-117.02,32.68,14.0,3986.0,675.0,2065.0,702.0,5.7192,267400.0,NEAR OCEAN,"3021, Sylvia Street, Sunnyside, Bonita, San Diego County, California, 91902, United States"
14225,-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,3.16,143800.0,NEAR OCEAN,"6844, Benjamin Holt Road, Bay Terraces, San Diego, San Diego County, California, 92114, United States"
14226,-117.05,32.68,15.0,1828.0,359.0,955.0,248.0,3.2174,165100.0,NEAR OCEAN,"2354, Dusk Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
14227,-117.04,32.68,13.0,2132.0,425.0,1345.0,432.0,4.0,89300.0,NEAR OCEAN,"7017, Beckington Lane, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14228,-117.04,32.68,14.0,1320.0,270.0,943.0,260.0,5.0947,152700.0,NEAR OCEAN,"7017, Beckington Lane, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14229,-117.04,32.67,14.0,3464.0,683.0,2139.0,734.0,4.0668,137500.0,NEAR OCEAN,"4319, Paseo de la Vista, Bonita, San Diego County, California, 91902, United States"
14230,-117.04,32.69,9.0,3417.0,860.0,2521.0,828.0,3.02,158900.0,NEAR OCEAN,"Bell Junior High School, Briarwood Road, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 91239, United States"
14231,-117.04,32.68,9.0,3087.0,609.0,1530.0,556.0,3.775,125000.0,NEAR OCEAN,"7017, Beckington Lane, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14232,-117.04,32.68,11.0,1875.0,357.0,1014.0,386.0,4.375,115000.0,NEAR OCEAN,"7017, Beckington Lane, South Bay Terraces, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14233,-117.01,32.7,7.0,2327.0,490.0,1304.0,445.0,3.3553,132200.0,NEAR OCEAN,"6260, Quarry Road, Spring Valley, San Diego County, California, 91977, United States"
14234,-117.02,32.69,7.0,6055.0,1004.0,3031.0,952.0,4.436,135000.0,NEAR OCEAN,"La Presa, San Diego County, California, 91239, United States"
14235,-117.03,32.69,5.0,3201.0,532.0,2061.0,536.0,5.0829,179400.0,NEAR OCEAN,"1307, Antoine Drive, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14236,-117.03,32.69,10.0,901.0,163.0,698.0,167.0,4.6648,156100.0,NEAR OCEAN,"1307, Antoine Drive, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14237,-117.03,32.69,8.0,2460.0,397.0,1784.0,390.0,4.5662,175500.0,NEAR OCEAN,"1307, Antoine Drive, Bay Terraces, San Diego, San Diego County, California, 92139, United States"
14238,-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,1.5,106300.0,NEAR OCEAN,"4890, Market Street, Chollas View, San Diego, San Diego County, California, 92102, United States"
14239,-117.09,32.7,15.0,869.0,217.0,887.0,216.0,1.4583,84200.0,NEAR OCEAN,"4872, Bunnell Street, Lincoln Park, San Diego, San Diego County, California, 92113, United States"
14240,-117.09,32.7,22.0,2409.0,582.0,1887.0,578.0,1.4089,94200.0,NEAR OCEAN,"4872, Bunnell Street, Lincoln Park, San Diego, San Diego County, California, 92113, United States"
14241,-117.09,32.69,18.0,1645.0,430.0,1221.0,410.0,1.3269,108000.0,NEAR OCEAN,"1827, Gamma Street, National City, San Diego County, California, 91950, United States"
14242,-117.09,32.69,20.0,1102.0,205.0,852.0,217.0,3.1833,108300.0,NEAR OCEAN,"1827, Gamma Street, National City, San Diego County, California, 91950, United States"
14243,-117.1,32.69,11.0,3071.0,911.0,2812.0,774.0,1.2413,83100.0,NEAR OCEAN,"4395, Beta Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14244,-117.1,32.7,28.0,633.0,137.0,525.0,170.0,3.6042,95600.0,NEAR OCEAN,"4426, Ocean View Boulevard, Mountain View, San Diego, San Diego County, California, 92113, United States"
14245,-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,1.5057,86300.0,NEAR OCEAN,"4426, Ocean View Boulevard, Mountain View, San Diego, San Diego County, California, 92113, United States"
14246,-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2.085,92600.0,NEAR OCEAN,"Jacob Dekema Freeway, Mount Hope, San Diego, San Diego County, California, 92102, United States"
14247,-117.09,32.73,26.0,3114.0,686.0,1948.0,660.0,2.8942,124100.0,NEAR OCEAN,"2428, Megan Court, Chollas Creek, San Diego, San Diego County, California, 92105, United States"
14248,-117.1,32.72,5.0,1615.0,387.0,1094.0,394.0,2.2024,137200.0,NEAR OCEAN,"4445, Federal Boulevard, Webster, San Diego, San Diego County, California, 92102, United States"
14249,-117.09,32.72,39.0,1273.0,246.0,770.0,242.0,2.0938,102500.0,NEAR OCEAN,"1446, 49th Street, Webster, San Diego, San Diego County, California, 92102, United States"
14250,-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,1.6944,111800.0,NEAR OCEAN,"1446, 49th Street, Webster, San Diego, San Diego County, California, 92102, United States"
14251,-117.09,32.73,28.0,3109.0,594.0,1559.0,589.0,3.5789,120300.0,NEAR OCEAN,"2428, Megan Court, Chollas Creek, San Diego, San Diego County, California, 92105, United States"
14252,-117.09,32.71,29.0,2238.0,523.0,2061.0,504.0,2.5559,96800.0,NEAR OCEAN,"4890, Market Street, Chollas View, San Diego, San Diego County, California, 92102, United States"
14253,-117.1,32.71,29.0,3422.0,713.0,2775.0,644.0,1.7075,86900.0,NEAR OCEAN,"Jacob Dekema Freeway, Mount Hope, San Diego, San Diego County, California, 92102, United States"
14254,-117.1,32.71,25.0,939.0,247.0,1003.0,240.0,1.75,87900.0,NEAR OCEAN,"Jacob Dekema Freeway, Mount Hope, San Diego, San Diego County, California, 92102, United States"
14255,-117.11,32.72,25.0,1491.0,348.0,1183.0,316.0,1.9583,88600.0,NEAR OCEAN,"3940, Home Avenue, Fairmount Park, San Diego, San Diego County, California, 92105, United States"
14256,-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,1.7,85900.0,NEAR OCEAN,"550, Whitmore Street, Mount Hope, San Diego, San Diego County, California, 92102, United States"
14257,-117.11,32.7,34.0,2028.0,522.0,1797.0,464.0,1.7402,79400.0,NEAR OCEAN,"3911, Teak Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
14258,-117.11,32.7,37.0,2045.0,502.0,1920.0,472.0,1.8125,83300.0,NEAR OCEAN,"3911, Teak Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
14259,-117.11,32.7,33.0,1980.0,488.0,1626.0,428.0,1.4856,86400.0,NEAR OCEAN,"3911, Teak Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
14260,-117.12,32.7,14.0,819.0,237.0,827.0,237.0,1.3194,90500.0,NEAR OCEAN,"3435, Valle Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
14261,-117.12,32.7,36.0,1011.0,253.0,763.0,226.0,1.8187,84100.0,NEAR OCEAN,"3435, Valle Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
14262,-117.11,32.71,29.0,1040.0,291.0,1054.0,297.0,1.1818,83200.0,NEAR OCEAN,"550, Whitmore Street, Mount Hope, San Diego, San Diego County, California, 92102, United States"
14263,-117.1,32.69,37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0,NEAR OCEAN,"4395, Beta Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14264,-117.1,32.69,35.0,1292.0,272.0,1183.0,272.0,2.0547,98000.0,NEAR OCEAN,"4395, Beta Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14265,-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425,93400.0,NEAR OCEAN,"3904, Gamma Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14266,-117.11,32.69,34.0,1144.0,295.0,1271.0,302.0,2.09,91800.0,NEAR OCEAN,"3904, Gamma Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14267,-117.11,32.69,37.0,2395.0,627.0,2489.0,599.0,1.5933,86300.0,NEAR OCEAN,"3904, Gamma Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14268,-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,86500.0,NEAR OCEAN,"3904, Gamma Street, South Crest, San Diego, San Diego County, California, 92113, United States"
14269,-117.12,32.69,46.0,200.0,77.0,180.0,65.0,1.0658,93800.0,NEAR OCEAN,"3350, Main Street, San Diego, San Diego County, California, 92113, United States"
14270,-117.12,32.69,37.0,1082.0,294.0,1146.0,265.0,2.0673,88500.0,NEAR OCEAN,"3350, Main Street, San Diego, San Diego County, California, 92113, United States"
14271,-117.12,32.7,38.0,818.0,217.0,953.0,231.0,1.0531,65700.0,NEAR OCEAN,"3435, Valle Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
14272,-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1.1681,78100.0,NEAR OCEAN,"3435, Valle Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
14273,-117.13,32.69,36.0,1469.0,400.0,1271.0,340.0,1.043,90100.0,NEAR OCEAN,"Tobelman Road, Barrio Logan, San Diego, San Diego County, California, 92136, United States"
14274,-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,75600.0,NEAR OCEAN,"South 30th Street, Logan Heights, San Diego, San Diego County, California, 92136, United States"
14275,-117.13,32.7,42.0,1210.0,292.0,945.0,258.0,0.8991,78900.0,NEAR OCEAN,"South 30th Street, Logan Heights, San Diego, San Diego County, California, 92136, United States"
14276,-117.13,32.7,38.0,1445.0,392.0,1286.0,357.0,1.4632,80200.0,NEAR OCEAN,"South 30th Street, Logan Heights, San Diego, San Diego County, California, 92136, United States"
14277,-117.13,32.7,35.0,1179.0,344.0,1372.0,330.0,1.9509,70200.0,NEAR OCEAN,"South 30th Street, Logan Heights, San Diego, San Diego County, California, 92136, United States"
14278,-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0,NEAR OCEAN,"3402, J Street, Stockton, San Diego, San Diego County, California, 92102, United States"
14279,-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1.1563,82700.0,NEAR OCEAN,"427, 30th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
14280,-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0,NEAR OCEAN,"427, 30th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
14281,-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0,NEAR OCEAN,"427, 30th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
14282,-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14283,-117.12,32.71,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0,NEAR OCEAN,"3402, J Street, Stockton, San Diego, San Diego County, California, 92102, United States"
14284,-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14285,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14286,-117.12,32.72,36.0,6096.0,1285.0,3093.0,1229.0,3.37,159100.0,NEAR OCEAN,"34th Street, Stockton, San Diego, San Diego County, California, 92102, United States"
14287,-117.12,32.73,50.0,2307.0,424.0,887.0,356.0,3.5156,168800.0,NEAR OCEAN,"3428, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14288,-117.12,32.73,52.0,3976.0,718.0,1750.0,769.0,3.4151,175400.0,NEAR OCEAN,"3428, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14289,-117.13,32.74,46.0,3355.0,768.0,1457.0,708.0,2.6604,170100.0,NEAR OCEAN,"3337, Dale Street, Burlingame, North Park, San Diego, San Diego County, California, 92104, United States"
14290,-117.13,32.73,52.0,1148.0,214.0,481.0,215.0,5.454,240900.0,NEAR OCEAN,"2978, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14291,-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,213100.0,NEAR OCEAN,"2978, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14292,-117.13,32.74,50.0,1527.0,338.0,728.0,322.0,2.625,203200.0,NEAR OCEAN,"3337, Dale Street, Burlingame, North Park, San Diego, San Diego County, California, 92104, United States"
14293,-117.13,32.73,43.0,2706.0,667.0,1531.0,614.0,2.1513,145000.0,NEAR OCEAN,"2978, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14294,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,140600.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14295,-117.13,32.72,52.0,1560.0,307.0,757.0,315.0,2.7083,199100.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14296,-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,NEAR OCEAN,"2978, Juniper Street, Burlingame, San Diego, San Diego County, California, 92104, United States"
14297,-117.14,32.72,42.0,1558.0,458.0,1227.0,407.0,2.2804,139100.0,NEAR OCEAN,"2596, Golden Hill Drive, Golden Hill, San Diego, San Diego County, California, 92102, United States"
14298,-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0,NEAR OCEAN,"Albert Einstein Academy, Fern Street, South Park, San Diego, San Diego County, California, 92102, United States"
14299,-117.14,32.71,34.0,1694.0,455.0,1467.0,425.0,2.1164,139400.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14300,-117.14,32.71,32.0,719.0,251.0,894.0,208.0,1.8456,103100.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14301,-117.14,32.72,43.0,1073.0,344.0,660.0,279.0,2.0529,168800.0,NEAR OCEAN,"2596, Golden Hill Drive, Golden Hill, San Diego, San Diego County, California, 92102, United States"
14302,-117.14,32.72,45.0,1140.0,310.0,840.0,339.0,1.6156,156300.0,NEAR OCEAN,"2596, Golden Hill Drive, Golden Hill, San Diego, San Diego County, California, 92102, United States"
14303,-117.14,32.72,34.0,2533.0,862.0,2011.0,778.0,2.1199,160400.0,NEAR OCEAN,"2596, Golden Hill Drive, Golden Hill, San Diego, San Diego County, California, 92102, United States"
14304,-117.14,32.71,52.0,1225.0,332.0,955.0,321.0,1.6011,106300.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14305,-117.14,32.71,52.0,979.0,314.0,975.0,297.0,1.2375,100000.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14306,-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,87500.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14307,-117.14,32.71,52.0,500.0,,480.0,108.0,1.8696,91100.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14308,-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,1.825,81500.0,NEAR OCEAN,"427, 30th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
14309,-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0,NEAR OCEAN,"427, 30th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
14310,-117.14,32.71,43.0,966.0,255.0,857.0,208.0,1.2841,72000.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14311,-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,82900.0,NEAR OCEAN,"419, 25th Street, Sherman Heights, San Diego, San Diego County, California, 92102, United States"
14312,-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,77300.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14313,-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588,78800.0,NEAR OCEAN,"South 30th Street, Logan Heights, San Diego, San Diego County, California, 92136, United States"
14314,-117.14,32.7,43.0,1126.0,289.0,1132.0,294.0,2.1875,87000.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14315,-117.14,32.7,40.0,1227.0,330.0,1199.0,316.0,1.2188,92500.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14316,-117.14,32.7,36.0,633.0,148.0,557.0,139.0,1.5729,82700.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14317,-117.14,32.7,48.0,510.0,180.0,545.0,132.0,1.8008,86500.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14318,-117.14,32.7,44.0,658.0,218.0,869.0,212.0,1.9338,89400.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14319,-117.14,32.7,47.0,552.0,161.0,593.0,174.0,0.9589,90000.0,NEAR OCEAN,"2118, Kearny Avenue, Barrio Logan, San Diego, San Diego County, California, 92113, United States"
14320,-117.15,32.7,50.0,475.0,172.0,483.0,120.0,1.3657,162500.0,NEAR OCEAN,"East Harbor Drive, San Diego, San Diego County, California, 92101, United States"
14321,-117.15,32.71,52.0,402.0,183.0,557.0,172.0,1.3125,87500.0,NEAR OCEAN,"1489, Island Avenue, East Village, San Diego, San Diego County, California, 92101, United States"
14322,-117.15,32.7,52.0,458.0,148.0,1283.0,166.0,1.2863,86300.0,NEAR OCEAN,"East Harbor Drive, San Diego, San Diego County, California, 92101, United States"
14323,-117.15,32.71,52.0,217.0,82.0,531.0,93.0,1.6607,137500.0,NEAR OCEAN,"1489, Island Avenue, East Village, San Diego, San Diego County, California, 92101, United States"
14324,-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,137500.0,NEAR OCEAN,"Russ Boulevard, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92134, United States"
14325,-117.16,32.72,52.0,788.0,463.0,805.0,391.0,0.9142,162500.0,NEAR OCEAN,"Stock Exchange Sq, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14326,-117.16,32.71,52.0,845.0,451.0,1230.0,375.0,1.0918,22500.0,NEAR OCEAN,"Pendry, 550, J Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
14327,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092,325000.0,NEAR OCEAN,"Pendry, 550, J Street, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
14328,-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375,205000.0,NEAR OCEAN,"Kettner Boulevard, Seaport Village, San Diego, San Diego County, California, 92101, United States"
14329,-117.17,32.71,39.0,311.0,181.0,206.0,113.0,0.7685,187500.0,NEAR OCEAN,"Kettner Boulevard, Seaport Village, San Diego, San Diego County, California, 92101, United States"
14330,-117.14,32.73,26.0,450.0,132.0,317.0,109.0,4.0,137500.0,NEAR OCEAN,"2378, Pershing Drive, Burlingame, North Park, San Diego, San Diego County, California, 92101, United States"
14331,-117.15,32.72,51.0,1321.0,,781.0,499.0,1.3071,250000.0,NEAR OCEAN,"Russ Boulevard, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92134, United States"
14332,-117.16,32.72,24.0,1232.0,663.0,1184.0,626.0,1.0391,162500.0,NEAR OCEAN,"Stock Exchange Sq, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14333,-117.16,32.73,52.0,1218.0,471.0,821.0,429.0,1.9597,200000.0,NEAR OCEAN,"549, Kalmia Street, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14334,-117.16,32.72,27.0,1245.0,471.0,653.0,451.0,1.2668,225000.0,NEAR OCEAN,"Stock Exchange Sq, Cortez Hill, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14335,-117.17,32.73,52.0,408.0,143.0,313.0,143.0,1.815,116700.0,NEAR OCEAN,"San Diego Freeway, Harborview, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14336,-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,262500.0,NEAR OCEAN,"Shino Sushi + Kappo, 838, West Ash Street, Little Italy, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14337,-117.16,32.73,52.0,1682.0,617.0,873.0,534.0,2.0972,112500.0,NEAR OCEAN,"549, Kalmia Street, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14338,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,195800.0,NEAR OCEAN,"549, Kalmia Street, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14339,-117.17,32.73,52.0,1578.0,487.0,879.0,446.0,2.4069,215000.0,NEAR OCEAN,"San Diego Freeway, Harborview, Banker's Hill, San Diego, San Diego County, California, 92101, United States"
14340,-117.16,32.74,49.0,1815.0,495.0,601.0,410.0,3.0571,418800.0,NEAR OCEAN,"520, Thorn Street, Hillcrest, San Diego, San Diego County, California, 92103, United States"
14341,-117.16,32.74,43.0,1437.0,406.0,692.0,379.0,3.1979,466700.0,NEAR OCEAN,"520, Thorn Street, Hillcrest, San Diego, San Diego County, California, 92103, United States"
14342,-117.17,32.74,39.0,3803.0,806.0,1567.0,775.0,3.7039,361500.0,NEAR OCEAN,"3305, Falcon Street, Middletown, Banker's Hill, San Diego, San Diego County, California, 92103, United States"
